id,name,country,water_type,area_sqm,elevation,length_m,lat,lon,os_map,google_sat,compactness,aspect_ratio,area_hectares
934,Llyn Login,Wales,,11249,412.2,137,52.08581,-3.44918,https://tarns.netlify.app/?id=934,"https://www.google.com/maps/@?api=1&map_action=map&center=52.08581,-3.44918&zoom=15&basemap=satellite",0.793,1.16,1.12
935,Llyn Gwyddior,Wales,,133181,412.2,531,52.65389,-3.57578,https://tarns.netlify.app/?id=935,"https://www.google.com/maps/@?api=1&map_action=map&center=52.65389,-3.57578&zoom=15&basemap=satellite",0.748,1.47,13.32
936,(unnamed),Wales,,5410,412.1,112,52.96414,-3.85783,https://tarns.netlify.app/?id=936,"https://www.google.com/maps/@?api=1&map_action=map&center=52.96414,-3.85783&zoom=15&basemap=satellite",0.662,1.48,0.54
937,(unnamed),Wales,,7864,412.0,141,52.4743,-3.86427,https://tarns.netlify.app/?id=937,"https://www.google.com/maps/@?api=1&map_action=map&center=52.4743,-3.86427&zoom=15&basemap=satellite",0.846,2.04,0.79
938,Loch nan Cat,Scotland,pond,17434,411.9,214,57.2901,-4.56874,https://tarns.netlify.app/?id=938,"https://www.google.com/maps/@?api=1&map_action=map&center=57.2901,-4.56874&zoom=15&basemap=satellite",0.712,1.01,1.74
939,(unnamed),Scotland,,7615,411.8,197,56.78817,-4.25479,https://tarns.netlify.app/?id=939,"https://www.google.com/maps/@?api=1&map_action=map&center=56.78817,-4.25479&zoom=15&basemap=satellite",0.375,1.92,0.76
940,Loch Garry,Scotland,,1560697,411.8,4429,56.80368,-4.2453,https://tarns.netlify.app/?id=940,"https://www.google.com/maps/@?api=1&map_action=map&center=56.80368,-4.2453&zoom=15&basemap=satellite",0.44,5.53,156.07
941,Lochan na Beinne,Scotland,,29240,411.7,303,56.61934,-3.57757,https://tarns.netlify.app/?id=941,"https://www.google.com/maps/@?api=1&map_action=map&center=56.61934,-3.57757&zoom=15&basemap=satellite",0.57,1.71,2.92
942,Pant y Llyn,Wales,,28429,411.5,302,52.10931,-3.40509,https://tarns.netlify.app/?id=942,"https://www.google.com/maps/@?api=1&map_action=map&center=52.10931,-3.40509&zoom=15&basemap=satellite",0.557,1.66,2.84
943,Levers Water,England,,147152,411.4,496,54.38409,-3.11127,https://tarns.netlify.app/?id=943,"https://www.google.com/maps/@?api=1&map_action=map&center=54.38409,-3.11127&zoom=15&basemap=satellite",0.826,1.01,14.72
944,(unnamed),Scotland,,5554,411.0,128,55.76862,-3.0518,https://tarns.netlify.app/?id=944,"https://www.google.com/maps/@?api=1&map_action=map&center=55.76862,-3.0518&zoom=15&basemap=satellite",0.575,1.35,0.56
945,(unnamed),Scotland,,7058,410.9,160,58.38246,-4.67236,https://tarns.netlify.app/?id=945,"https://www.google.com/maps/@?api=1&map_action=map&center=58.38246,-4.67236&zoom=15&basemap=satellite",0.714,2.47,0.71
946,(unnamed),Scotland,pond,8001,410.6,159,57.87967,-5.06763,https://tarns.netlify.app/?id=946,"https://www.google.com/maps/@?api=1&map_action=map&center=57.87967,-5.06763&zoom=15&basemap=satellite",0.653,1.9,0.8
947,(unnamed),Scotland,,8623,410.6,153,56.1707,-5.3114,https://tarns.netlify.app/?id=947,"https://www.google.com/maps/@?api=1&map_action=map&center=56.1707,-5.3114&zoom=15&basemap=satellite",0.631,1.55,0.86
948,(unnamed),Scotland,,5238,410.3,115,56.23334,-5.2021,https://tarns.netlify.app/?id=948,"https://www.google.com/maps/@?api=1&map_action=map&center=56.23334,-5.2021&zoom=15&basemap=satellite",0.738,1.85,0.52
949,Lochan Feith an Leothaid,Scotland,,7964,410.2,156,58.23283,-4.90161,https://tarns.netlify.app/?id=949,"https://www.google.com/maps/@?api=1&map_action=map&center=58.23283,-4.90161&zoom=15&basemap=satellite",0.524,1.13,0.8
950,(unnamed),Scotland,,69041,410.2,554,58.23322,-4.91315,https://tarns.netlify.app/?id=950,"https://www.google.com/maps/@?api=1&map_action=map&center=58.23322,-4.91315&zoom=15&basemap=satellite",0.436,1.88,6.9
951,(unnamed),Scotland,pond,10379,410.1,166,57.57666,-5.26021,https://tarns.netlify.app/?id=951,"https://www.google.com/maps/@?api=1&map_action=map&center=57.57666,-5.26021&zoom=15&basemap=satellite",0.578,1.15,1.04
952,(unnamed),Scotland,pond,42455,409.1,363,57.00949,-5.21059,https://tarns.netlify.app/?id=952,"https://www.google.com/maps/@?api=1&map_action=map&center=57.00949,-5.21059&zoom=15&basemap=satellite",0.642,1.8,4.25
953,(unnamed),Scotland,,6171,409.0,123,57.62961,-5.29588,https://tarns.netlify.app/?id=953,"https://www.google.com/maps/@?api=1&map_action=map&center=57.62961,-5.29588&zoom=15&basemap=satellite",0.581,1.38,0.62
954,Loch Dubh,Scotland,pond,33099,409.0,284,57.29012,-4.54081,https://tarns.netlify.app/?id=954,"https://www.google.com/maps/@?api=1&map_action=map&center=57.29012,-4.54081&zoom=15&basemap=satellite",0.691,1.67,3.31
955,(unnamed),Scotland,,9134,408.9,176,58.38241,-4.67027,https://tarns.netlify.app/?id=955,"https://www.google.com/maps/@?api=1&map_action=map&center=58.38241,-4.67027&zoom=15&basemap=satellite",0.727,2.47,0.91
956,Loch nan Eun,Scotland,pond,24201,408.9,322,57.29093,-4.57211,https://tarns.netlify.app/?id=956,"https://www.google.com/maps/@?api=1&map_action=map&center=57.29093,-4.57211&zoom=15&basemap=satellite",0.576,2.38,2.42
957,Lochan Long,Scotland,,108381,408.8,608,56.23959,-5.19366,https://tarns.netlify.app/?id=957,"https://www.google.com/maps/@?api=1&map_action=map&center=56.23959,-5.19366&zoom=15&basemap=satellite",0.516,1.66,10.84
958,(unnamed),Scotland,,14115,408.6,231,56.29656,-5.04493,https://tarns.netlify.app/?id=958,"https://www.google.com/maps/@?api=1&map_action=map&center=56.29656,-5.04493&zoom=15&basemap=satellite",0.706,2.48,1.41
959,(unnamed),Scotland,pond,5422,408.6,125,56.77473,-3.80594,https://tarns.netlify.app/?id=959,"https://www.google.com/maps/@?api=1&map_action=map&center=56.77473,-3.80594&zoom=15&basemap=satellite",0.623,1.76,0.54
960,(unnamed),Scotland,,7068,408.5,147,56.25491,-5.18244,https://tarns.netlify.app/?id=960,"https://www.google.com/maps/@?api=1&map_action=map&center=56.25491,-5.18244&zoom=15&basemap=satellite",0.606,1.27,0.71
961,(unnamed),Scotland,pond,5403,408.3,117,58.27759,-3.84943,https://tarns.netlify.app/?id=961,"https://www.google.com/maps/@?api=1&map_action=map&center=58.27759,-3.84943&zoom=15&basemap=satellite",0.692,1.74,0.54
962,Lochan Feith an Leothaid,Scotland,,89725,408.3,515,58.23408,-4.89323,https://tarns.netlify.app/?id=962,"https://www.google.com/maps/@?api=1&map_action=map&center=58.23408,-4.89323&zoom=15&basemap=satellite",0.635,1.66,8.97
963,Loch Coir' a' Bhric Beag,Scotland,,6752,408.2,119,56.76056,-4.68872,https://tarns.netlify.app/?id=963,"https://www.google.com/maps/@?api=1&map_action=map&center=56.76056,-4.68872&zoom=15&basemap=satellite",0.729,1.13,0.68
964,Loch Kennard,Scotland,,301057,408.1,971,56.59358,-3.78176,https://tarns.netlify.app/?id=964,"https://www.google.com/maps/@?api=1&map_action=map&center=56.59358,-3.78176&zoom=15&basemap=satellite",0.585,1.72,30.11
965,Loch Fhionnaich,Scotland,,43695,408.0,537,58.39911,-4.45485,https://tarns.netlify.app/?id=965,"https://www.google.com/maps/@?api=1&map_action=map&center=58.39911,-4.45485&zoom=15&basemap=satellite",0.653,4.31,4.37
966,(unnamed),Scotland,,5695,407.9,152,57.78683,-5.11954,https://tarns.netlify.app/?id=966,"https://www.google.com/maps/@?api=1&map_action=map&center=57.78683,-5.11954&zoom=15&basemap=satellite",0.733,2.84,0.57
967,Llyn Morwynion,Wales,,17933,407.8,226,52.85348,-3.99515,https://tarns.netlify.app/?id=967,"https://www.google.com/maps/@?api=1&map_action=map&center=52.85348,-3.99515&zoom=15&basemap=satellite",0.656,1.71,1.79
968,(unnamed),Scotland,,8505,407.6,182,56.60901,-5.32077,https://tarns.netlify.app/?id=968,"https://www.google.com/maps/@?api=1&map_action=map&center=56.60901,-5.32077&zoom=15&basemap=satellite",0.644,2.45,0.85
969,Llyn Teifi,Wales,lake,247275,407.5,1158,52.2924,-3.78556,https://tarns.netlify.app/?id=969,"https://www.google.com/maps/@?api=1&map_action=map&center=52.2924,-3.78556&zoom=15&basemap=satellite",0.414,2.21,24.73
970,Mires Pool,England,lake,5149,407.5,111,50.45511,-3.90657,https://tarns.netlify.app/?id=970,"https://www.google.com/maps/@?api=1&map_action=map&center=50.45511,-3.90657&zoom=15&basemap=satellite",0.674,1.54,0.51
971,(unnamed),Scotland,,12773,407.4,202,56.23696,-5.18383,https://tarns.netlify.app/?id=971,"https://www.google.com/maps/@?api=1&map_action=map&center=56.23696,-5.18383&zoom=15&basemap=satellite",0.694,1.97,1.28
972,Lochan Feith an Leothaid,Scotland,,76122,407.2,565,58.23324,-4.90868,https://tarns.netlify.app/?id=972,"https://www.google.com/maps/@?api=1&map_action=map&center=58.23324,-4.90868&zoom=15&basemap=satellite",0.584,2.41,7.61
973,(unnamed),England,,25216,407.0,347,52.3787,-2.59348,https://tarns.netlify.app/?id=973,"https://www.google.com/maps/@?api=1&map_action=map&center=52.3787,-2.59348&zoom=15&basemap=satellite",0.729,3.46,2.52
974,(unnamed),England,,20229,407.0,274,54.51931,-3.12336,https://tarns.netlify.app/?id=974,"https://www.google.com/maps/@?api=1&map_action=map&center=54.51931,-3.12336&zoom=15&basemap=satellite",0.581,2.07,2.02
975,(unnamed),Scotland,,8732,407.0,185,56.93349,-5.66758,https://tarns.netlify.app/?id=975,"https://www.google.com/maps/@?api=1&map_action=map&center=56.93349,-5.66758&zoom=15&basemap=satellite",0.754,2.96,0.87
976,(unnamed),Scotland,,41788,406.7,568,56.17081,-5.31439,https://tarns.netlify.app/?id=976,"https://www.google.com/maps/@?api=1&map_action=map&center=56.17081,-5.31439&zoom=15&basemap=satellite",0.51,3.84,4.18
977,Loch Beanie,Scotland,lake,175402,406.5,743,56.8018,-3.37649,https://tarns.netlify.app/?id=977,"https://www.google.com/maps/@?api=1&map_action=map&center=56.8018,-3.37649&zoom=15&basemap=satellite",0.727,2.29,17.54
978,(unnamed),Scotland,,5763,406.3,111,57.77417,-5.10472,https://tarns.netlify.app/?id=978,"https://www.google.com/maps/@?api=1&map_action=map&center=57.77417,-5.10472&zoom=15&basemap=satellite",0.689,1.42,0.58
979,Lochan Meall a'Mhadaidh,Scotland,lake,73202,406.3,612,56.81055,-5.7408,https://tarns.netlify.app/?id=979,"https://www.google.com/maps/@?api=1&map_action=map&center=56.81055,-5.7408&zoom=15&basemap=satellite",0.491,2.51,7.32
980,(unnamed),Scotland,lake,40062,406.2,397,57.25804,-4.91662,https://tarns.netlify.app/?id=980,"https://www.google.com/maps/@?api=1&map_action=map&center=57.25804,-4.91662&zoom=15&basemap=satellite",0.475,1.14,4.01
981,(unnamed),Scotland,pond,10881,406.2,198,58.27859,-3.84788,https://tarns.netlify.app/?id=981,"https://www.google.com/maps/@?api=1&map_action=map&center=58.27859,-3.84788&zoom=15&basemap=satellite",0.613,2.22,1.09
982,(unnamed),Scotland,,5908,406.0,114,58.17329,-4.934,https://tarns.netlify.app/?id=982,"https://www.google.com/maps/@?api=1&map_action=map&center=58.17329,-4.934&zoom=15&basemap=satellite",0.762,1.5,0.59
983,(unnamed),Scotland,,33074,405.9,261,55.72862,-6.15561,https://tarns.netlify.app/?id=983,"https://www.google.com/maps/@?api=1&map_action=map&center=55.72862,-6.15561&zoom=15&basemap=satellite",0.701,1.39,3.31
984,(unnamed),Wales,,8804,405.5,151,52.09302,-3.4246,https://tarns.netlify.app/?id=984,"https://www.google.com/maps/@?api=1&map_action=map&center=52.09302,-3.4246&zoom=15&basemap=satellite",0.677,1.58,0.88
985,(unnamed),Scotland,,16172,405.3,245,56.77739,-3.69816,https://tarns.netlify.app/?id=985,"https://www.google.com/maps/@?api=1&map_action=map&center=56.77739,-3.69816&zoom=15&basemap=satellite",0.716,2.67,1.62
986,(unnamed),Scotland,,7615,405.3,204,56.60727,-5.32287,https://tarns.netlify.app/?id=986,"https://www.google.com/maps/@?api=1&map_action=map&center=56.60727,-5.32287&zoom=15&basemap=satellite",0.635,3.46,0.76
987,Llyn Manod,Wales,,81555,405.1,529,52.98562,-3.91208,https://tarns.netlify.app/?id=987,"https://www.google.com/maps/@?api=1&map_action=map&center=52.98562,-3.91208&zoom=15&basemap=satellite",0.642,2.15,8.16
988,(unnamed),Scotland,lake,8378,405.1,124,58.27778,-3.85283,https://tarns.netlify.app/?id=988,"https://www.google.com/maps/@?api=1&map_action=map&center=58.27778,-3.85283&zoom=15&basemap=satellite",0.745,1.15,0.84
989,(unnamed),Scotland,,5196,405.0,107,56.2238,-5.24223,https://tarns.netlify.app/?id=989,"https://www.google.com/maps/@?api=1&map_action=map&center=56.2238,-5.24223&zoom=15&basemap=satellite",0.733,1.62,0.52
990,(unnamed),Scotland,,20667,405.0,260,56.93115,-5.78585,https://tarns.netlify.app/?id=990,"https://www.google.com/maps/@?api=1&map_action=map&center=56.93115,-5.78585&zoom=15&basemap=satellite",0.711,2.31,2.07
991,(unnamed),Scotland,,5284,405.0,135,57.85888,-5.18502,https://tarns.netlify.app/?id=991,"https://www.google.com/maps/@?api=1&map_action=map&center=57.85888,-5.18502&zoom=15&basemap=satellite",0.599,1.97,0.53
992,(unnamed),Scotland,,6390,404.9,173,57.65737,-5.28095,https://tarns.netlify.app/?id=992,"https://www.google.com/maps/@?api=1&map_action=map&center=57.65737,-5.28095&zoom=15&basemap=satellite",0.493,2.23,0.64
993,Uri Loch,Scotland,,28067,404.8,364,55.50512,-5.16456,https://tarns.netlify.app/?id=993,"https://www.google.com/maps/@?api=1&map_action=map&center=55.50512,-5.16456&zoom=15&basemap=satellite",0.53,2.4,2.81
994,Llyn Dubach,Wales,,10254,404.7,151,52.96425,-3.86962,https://tarns.netlify.app/?id=994,"https://www.google.com/maps/@?api=1&map_action=map&center=52.96425,-3.86962&zoom=15&basemap=satellite",0.771,1.7,1.03
995,Rhaslas Pond,Wales,pond,123261,404.6,493,51.75601,-3.31304,https://tarns.netlify.app/?id=995,"https://www.google.com/maps/@?api=1&map_action=map&center=51.75601,-3.31304&zoom=15&basemap=satellite",0.697,1.02,12.33
996,Loch Cadh' an Eididh,Scotland,lake,36982,404.6,429,57.4565,-5.49104,https://tarns.netlify.app/?id=996,"https://www.google.com/maps/@?api=1&map_action=map&center=57.4565,-5.49104&zoom=15&basemap=satellite",0.576,2.86,3.7
997,Lochan a' Chairn,Scotland,lake,142235,404.4,664,57.82397,-4.49987,https://tarns.netlify.app/?id=997,"https://www.google.com/maps/@?api=1&map_action=map&center=57.82397,-4.49987&zoom=15&basemap=satellite",0.641,1.84,14.22
998,(unnamed),Scotland,lake,18401,404.4,297,56.2976,-5.04909,https://tarns.netlify.app/?id=998,"https://www.google.com/maps/@?api=1&map_action=map&center=56.2976,-5.04909&zoom=15&basemap=satellite",0.553,2.51,1.84
999,Llyn Arenig-Fawr,Wales,,351450,404.1,803,52.92735,-3.71691,https://tarns.netlify.app/?id=999,"https://www.google.com/maps/@?api=1&map_action=map&center=52.92735,-3.71691&zoom=15&basemap=satellite",0.827,1.26,35.15
1000,(unnamed),Scotland,,10149,404.0,162,57.78909,-5.11658,https://tarns.netlify.app/?id=1000,"https://www.google.com/maps/@?api=1&map_action=map&center=57.78909,-5.11658&zoom=15&basemap=satellite",0.674,1.18,1.01
1001,Lochan Feith an Leothaid,Scotland,,5287,403.8,116,58.23383,-4.89959,https://tarns.netlify.app/?id=1001,"https://www.google.com/maps/@?api=1&map_action=map&center=58.23383,-4.89959&zoom=15&basemap=satellite",0.681,1.57,0.53
1002,(unnamed),Scotland,lake,5946,403.8,180,58.34648,-4.7297,https://tarns.netlify.app/?id=1002,"https://www.google.com/maps/@?api=1&map_action=map&center=58.34648,-4.7297&zoom=15&basemap=satellite",0.706,3.8,0.59
1003,(unnamed),Scotland,,13232,403.8,193,58.27878,-4.98795,https://tarns.netlify.app/?id=1003,"https://www.google.com/maps/@?api=1&map_action=map&center=58.27878,-4.98795&zoom=15&basemap=satellite",0.694,1.94,1.32
1004,(unnamed),Scotland,lake,18085,403.7,212,57.62761,-4.63937,https://tarns.netlify.app/?id=1004,"https://www.google.com/maps/@?api=1&map_action=map&center=57.62761,-4.63937&zoom=15&basemap=satellite",0.666,1.53,1.81
1005,Greendale Tarn,England,,21982,403.7,276,54.45537,-3.31677,https://tarns.netlify.app/?id=1005,"https://www.google.com/maps/@?api=1&map_action=map&center=54.45537,-3.31677&zoom=15&basemap=satellite",0.748,2.6,2.2
1006,(unnamed),Scotland,,5485,403.6,118,58.40717,-4.72207,https://tarns.netlify.app/?id=1006,"https://www.google.com/maps/@?api=1&map_action=map&center=58.40717,-4.72207&zoom=15&basemap=satellite",0.732,1.85,0.55
1007,(unnamed),Scotland,,31645,403.5,336,57.78362,-5.12082,https://tarns.netlify.app/?id=1007,"https://www.google.com/maps/@?api=1&map_action=map&center=57.78362,-5.12082&zoom=15&basemap=satellite",0.615,2.14,3.16
1008,(unnamed),Scotland,lake,5698,403.4,174,56.78183,-5.6772,https://tarns.netlify.app/?id=1008,"https://www.google.com/maps/@?api=1&map_action=map&center=56.78183,-5.6772&zoom=15&basemap=satellite",0.534,2.74,0.57
1009,(unnamed),Scotland,,36405,403.3,278,56.05266,-5.8547,https://tarns.netlify.app/?id=1009,"https://www.google.com/maps/@?api=1&map_action=map&center=56.05266,-5.8547&zoom=15&basemap=satellite",0.669,1.13,3.64
1010,(unnamed),Scotland,,6509,403.3,127,56.05304,-5.85701,https://tarns.netlify.app/?id=1010,"https://www.google.com/maps/@?api=1&map_action=map&center=56.05304,-5.85701&zoom=15&basemap=satellite",0.623,1.53,0.65
1011,Llyn y Fran,Wales,,14254,403.1,175,52.81463,-3.9309,https://tarns.netlify.app/?id=1011,"https://www.google.com/maps/@?api=1&map_action=map&center=52.81463,-3.9309&zoom=15&basemap=satellite",0.71,1.21,1.43
1012,(unnamed),Scotland,,19036,403.0,193,57.78033,-5.39567,https://tarns.netlify.app/?id=1012,"https://www.google.com/maps/@?api=1&map_action=map&center=57.78033,-5.39567&zoom=15&basemap=satellite",0.662,1.18,1.9
1013,Loch Toll a' Mhadaidh,Scotland,,246085,403.0,1032,57.77529,-5.38794,https://tarns.netlify.app/?id=1013,"https://www.google.com/maps/@?api=1&map_action=map&center=57.77529,-5.38794&zoom=15&basemap=satellite",0.512,2.19,24.61
1014,Loch Toll an Lochain,Scotland,,36065,402.8,283,57.77281,-5.31895,https://tarns.netlify.app/?id=1014,"https://www.google.com/maps/@?api=1&map_action=map&center=57.77281,-5.31895&zoom=15&basemap=satellite",0.714,1.57,3.61
1015,(unnamed),Scotland,,5516,402.6,124,57.63337,-5.27529,https://tarns.netlify.app/?id=1015,"https://www.google.com/maps/@?api=1&map_action=map&center=57.63337,-5.27529&zoom=15&basemap=satellite",0.659,1.36,0.55
1016,(unnamed),Scotland,,9887,402.3,192,56.17264,-5.30217,https://tarns.netlify.app/?id=1016,"https://www.google.com/maps/@?api=1&map_action=map&center=56.17264,-5.30217&zoom=15&basemap=satellite",0.567,2.1,0.99
1017,(unnamed),Scotland,pond,37937,402.0,473,57.93096,-5.04195,https://tarns.netlify.app/?id=1017,"https://www.google.com/maps/@?api=1&map_action=map&center=57.93096,-5.04195&zoom=15&basemap=satellite",0.371,2.19,3.79
1018,(unnamed),Scotland,pond,15295,401.8,281,57.93461,-5.04353,https://tarns.netlify.app/?id=1018,"https://www.google.com/maps/@?api=1&map_action=map&center=57.93461,-5.04353&zoom=15&basemap=satellite",0.765,3.9,1.53
1019,Gorm-loch na Beinne,Scotland,,46829,401.8,462,57.61257,-5.51225,https://tarns.netlify.app/?id=1019,"https://www.google.com/maps/@?api=1&map_action=map&center=57.61257,-5.51225&zoom=15&basemap=satellite",0.504,1.91,4.68
1020,(unnamed),Scotland,,15846,401.7,197,56.16826,-5.31381,https://tarns.netlify.app/?id=1020,"https://www.google.com/maps/@?api=1&map_action=map&center=56.16826,-5.31381&zoom=15&basemap=satellite",0.569,1.25,1.58
1021,(unnamed),Scotland,lake,14426,401.5,174,57.87563,-5.04031,https://tarns.netlify.app/?id=1021,"https://www.google.com/maps/@?api=1&map_action=map&center=57.87563,-5.04031&zoom=15&basemap=satellite",0.727,1.37,1.44
1022,Loch Coire na Ba Buiche,Scotland,,38751,401.4,404,57.87939,-5.03678,https://tarns.netlify.app/?id=1022,"https://www.google.com/maps/@?api=1&map_action=map&center=57.87939,-5.03678&zoom=15&basemap=satellite",0.629,2.64,3.88
1023,(unnamed),Scotland,,19000,401.4,252,56.17042,-5.30222,https://tarns.netlify.app/?id=1023,"https://www.google.com/maps/@?api=1&map_action=map&center=56.17042,-5.30222&zoom=15&basemap=satellite",0.59,1.96,1.9
